symbol,price_code,company_name,industry,exchange,sic_code
EMPR,GOOG/PINK_EMPR,Empire Petroleum Corporation,Petroleum (Producing),PINK,1300
EMR,GOOG/NYSE_EMR,Emerson Electric Company,Electrical Equipment,NYSE,3600
EMRI,GOOG/PINK_EMRI,Emrise Corporation,Telecom. Equipment,PINK,4811
ENA,GOOG/AMEX_ENA,Enova Systems Inc.,Electrical Equipment,AMEX,3600
ENB.TO,YAHOO/TSX_ENB_TO,Enbridge Inc.,Petroleum (Producing),TSX,1300
ENBP,GOOG/PINK_ENBP,ENB Financial Corp,Bank,PINK,6000
ENCO,GOOG/PINK_ENCO,Encorium Group Inc,Medical Services,PINK,8000
END,GOOG/NYSE_END,Endeavor International Corp.,Petroleum (Producing),NYSE,1300
ENDP,GOOG/NASDAQ_ENDP,Endo Pharmaceuticals Holdings Inc.,Drug,NASDAQ,2834
ENG,GOOG/NASDAQ_ENG,Englobal Corp.,Computers/Peripherals,NASDAQ,
ENGY,GOOG/PINK_ENGY,Enviro-Energy Corporation,Environmental,PINK,4953
ENH,GOOG/NYSE_ENH,Endurance Specialty Holdings Ltd,Insurance (Prop/Cas.),NYSE,6330
ENHT,GOOG/PINK_ENHT,Enherent Corp,Computer Software & Svcs,PINK,3579
ENI,GOOG/NYSE_ENI,Enersis S A,Utility (Foreign),NYSE,4914
ENL,GOOG/NYSE_ENL,Reed Elsevier Nv,Newspaper,NYSE,2710
ENLU,GOOG/PINK_ENLU,Enerlume Energy Management,Restaurant,PINK,5812
ENMD,GOOG/NASDAQ_ENMD,Entremed,Drug,NASDAQ,2834
ENOC,GOOG/NASDAQ_ENOC,Enernoc,Power,NASDAQ,4900
ENPH,GOOG/NASDAQ_ENPH,Enphase Energy Inc.,Power,NASDAQ,4900
ENR,GOOG/NYSE_ENR,Energizer Holdings,Electronics,NYSE,3670
ENRJ,GOOG/PINK_ENRJ,EnerJex Resources Inc,Oilfield Svcs/Equip.,PINK,3533
ENS,GOOG/NYSE_ENS,Enersys,Electrical Equipment,NYSE,3600
ENSG,GOOG/NASDAQ_ENSG,The Ensign Group,Internet,NASDAQ,7370
ENSL,GOOG/PINK_ENSL,Entech Solar Inc,Precision Instrument,PINK,3800
ENSV,GOOG/PINK_ENSV,Enservco Corporation,Petroleum (Producing),PINK,1300
ENTB,GOOG/PINK_ENTB,Entest BioMedical Inc.,Biotechnology,PINK,2830
ENTG,GOOG/NASDAQ_ENTG,Entegris,Semiconductor,NASDAQ,3674
ENTN,GOOG/PINK_ENTN,Entorian Technologies Inc,Semiconductor,PINK,3674
ENTP,GOOG/PINK_ENTP,Entrprize Corp,Industrial Services,PINK,7300
ENTR,GOOG/NASDAQ_ENTR,Entropic Communications,Semiconductor,NASDAQ,3674
ENV,GOOG/NYSE_ENV,Envestnet Inc,Environmental,NYSE,4953
ENVI,GOOG/NASDAQ_ENVI,Envivio Inc.,Wireless Networking,NASDAQ,7380
ENVS,GOOG/PINK_ENVS,Enova Systems Inc,Power,PINK,4900
ENY,GOOG/AMEX_ENY,Canadian Energy Income Guggenheim,Industrial Services,AMEX,7300
ENYNF,GOOG/PINK_ENYNF,EnerNorth Industries Inc,Industrial Services,PINK,7300
ENZ,GOOG/NYSE_ENZ,Enzo Biochem,Medical Supplies,NYSE,8060
ENZN,GOOG/NASDAQ_ENZN,Enzon Pharmaceuticals,Drug,NASDAQ,2834
ENZR,GOOG/PINK_ENZR,Energizer Resources Inc,Metals & Mining (Div.),PINK,1000
EOG,GOOG/NYSE_EOG,Eog Resources,Natural Gas (Diversified,NYSE,4929
EONC,GOOG/NASDAQ_EONC,Eon Communications Corp.,Telecom. Equipment,NASDAQ,4811
EOPN,GOOG/NASDAQ_EOPN,E2Open Inc,Computer Software,NASDAQ,3579
EOSI,GOOG/PINK_EOSI,EOS International Inc,Internet,PINK,
EPAM,GOOG/NYSE_EPAM,Epam Systems Inc.,IT Services,NYSE,7379
EPAX,GOOG/NASDAQ_EPAX,Ambassadors Group,Recreation,NASDAQ,7900
EPAY,GOOG/NASDAQ_EPAY,Bottomline Technologies,Computer Software & Svcs,NASDAQ,3579
EPB,GOOG/NYSE_EPB,El Paso Pipeline Partners Lp,Oil/Gas Distribution,NYSE,4610
EPCT,GOOG/PINK_EPCT,Epicept Corp,Drug,PINK,2834
EPD,GOOG/NYSE_EPD,Enterprise Products Partners L.P.,Natural Gas (Diversified,NYSE,4929
EPEO,GOOG/PINK_EPEO,E'Prime Aerospace Corporation,Aerospace/Defense,PINK,3720
EPGRQ,GOOG/PINK_EPGRQ,Environmental Power Corp,Industrial Services,PINK,7300
EPHC,GOOG/NASDAQ_EPHC,Epoch Holding Corp.,Financial Svcs. (Div.),NASDAQ,6100
EPIQ,GOOG/NASDAQ_EPIQ,Epiq Systems,Industrial Services,NASDAQ,7300
EPIX,GOOG/PINK_EPIX,Epix Medical,Medical Services,PINK,8000
EPL,GOOG/NYSE_EPL,Energy Partners,Petroleum (Producing),NYSE,1300
EPLN,GOOG/PINK_EPLN,Epolin Inc /NJ/,Chemical (Specialty),PINK,2820
EPM,GOOG/AMEX_EPM,Evolution Petroleum Corp.,Computer Software/Svcs,AMEX,3579
EPOC,GOOG/NASDAQ_EPOC,Epocrates,Healthcare Information,NASDAQ,7375
EPR,GOOG/NYSE_EPR,Entertainment Properties Trust,R.E.I.T.,NYSE,6720
EQFC,GOOG/PINK_EQFC,Equitable Financial Corp,Thrift,PINK,6120
EQIX,GOOG/NASDAQ_EQIX,Equinix,E-Commerce,NASDAQ,7372
EQM,GOOG/NYSE_EQM,Eqt Midstream Partners Lp,Pipeline MLPs,NYSE,4619
EQR,GOOG/NYSE_EQR,Equity Residential,R.E.I.T.,NYSE,6720
EQST,GOOG/PINK_EQST,Energy Quest Inc,Power,PINK,4900
EQT,GOOG/NYSE_EQT,Eqt Corp.,Natural Gas (Diversified,NYSE,4929
EQUI,GOOG/PINK_EQUI,EQUIVEST FINANCE,Financial Svcs. (Div.),PINK,6100
EQY,GOOG/NYSE_EQY,Equity One,Retail Store,NYSE,5300
ERB,GOOG/AMEX_ERB,Erba Diagnostics Inc,Med Supp Non-Invasive,AMEX,3842
ERF,GOOG/NYSE_ERF,Enerplus Corp.,Petroleum (Producing),NYSE,1300
ERGN,GOOG/PINK_ERGN,Ergo Science Corp,Drug,PINK,2834
ERGO,GOOG/PINK_ERGO,Ergo Science Corp,Drug,PINK,2834
ERIC,GOOG/NASDAQ_ERIC,Lm Ericsson Telephone Company,Telecom. Equipment,NASDAQ,4811
ERIE,GOOG/NASDAQ_ERIE,Erie Indemnity Company,Insurance (Prop/Casualty,NASDAQ,6330
ERII,GOOG/NASDAQ_ERII,Energy Recovery,Environmental,NASDAQ,4953
ERJ,GOOG/NYSE_ERJ,Embraer-Empresa Brasileira De Aeronautica,Aerospace/Defense,NYSE,3720
ERMS,GOOG/PINK_ERMS,eRoom System Technologies Inc,Computer & Peripherals,PINK,3573
EROC,GOOG/NASDAQ_EROC,Eagle Rock Energy Partners L.P.,Natural Gas (Div.),NASDAQ,4929
ERS,GOOG/NASDAQ_ERS,Empire Resources Inc,Computer Software & Svcs,NASDAQ,3579
ERSO,GOOG/PINK_ERSO,Empire Resources Inc,Metal Fabricating,PINK,3400
ES,GOOG/NYSE_ES,Energysolutions Inc,Environmental,NYSE,4953
ESA,GOOG/AMEX_ESA,Energy Services Acquisition Corp,Hotel/Gaming,AMEX,7000
ESBF,GOOG/NASDAQ_ESBF,Esb Financial Corp.,Thrift,NASDAQ,
ESBK,GOOG/NASDAQ_ESBK,The Elmira Savings Bank Fsb,Thrift,NASDAQ,6120
ESC,GOOG/NYSE_ESC,Emeritus Corp.,Medical Services,NYSE,8000
ESCA,GOOG/NASDAQ_ESCA,Escalade Inc.,Recreation,NASDAQ,7900
ESCC,GOOG/PINK_ESCC,Evans&Suthrlnd Cmptr,Computer & Peripherals,PINK,3573
ESE,GOOG/NYSE_ESE,Esco Technologies Inc.,Aerospace/Defense,NYSE,3720
ESEA,GOOG/NASDAQ_ESEA,Euroseas Ltd,Maritime,NASDAQ,4400
ESGR,GOOG/NASDAQ_ESGR,Enstar Group Limited,Industrial Services,NASDAQ,7300
ESI,GOOG/NYSE_ESI,Itt Educational Services,Educational Services,NYSE,8299
ESI.TO,YAHOO/TSX_ESI_TO,Ensign Resource Svc Group Inc,Petroleum (Producing),TSX,1300
ESIO,GOOG/NASDAQ_ESIO,Electro Scientific Industries,Semiconductor Cap Equip,NASDAQ,3680
ESL,GOOG/NYSE_ESL,Esterline Technologies Corp.,Precision Instrument,NYSE,3800
ESLT,GOOG/NASDAQ_ESLT,Elbit Systems Ltd,Aerospace/Defense,NASDAQ,3720
ESMC,GOOG/NASDAQ_ESMC,Escalon Medical,Medical Services,NASDAQ,8000
ESOA,GOOG/PINK_ESOA,Energy Services of America,Financial Svcs. (Div.),PINK,6100
ESP,GOOG/AMEX_ESP,Espey Mfg. & Electronics,Electronics,AMEX,3670
ESREF,GOOG/PINK_ESREF,ESG Re Ltd,Insurance (Life),PINK,6310
ESRX,GOOG/NASDAQ_ESRX,Express Scripts,Medical Services,NASDAQ,8000
ESS,GOOG/NYSE_ESS,Essex Property Trust,R.E.I.T.,NYSE,6720
ESSA,GOOG/NASDAQ_ESSA,Essa Bancorp,Thrift,NASDAQ,6120
ESSX,GOOG/NASDAQ_ESSX,Essex Rental Corp.,Automotive,NASDAQ,3710
ESV,GOOG/NYSE_ESV,Ensco Plc,Oilfield Services/Equip.,NYSE,3533
ESWW,GOOG/PINK_ESWW,Environmental Solutions Worldw,Auto Parts,PINK,3716
ESYS,GOOG/NASDAQ_ESYS,Elecsys Corp.,Aerospace/Defense,NASDAQ,3720
ET,GOOG/NYSE_ET,Exacttarget Inc.,Internet,NYSE,7370
ETAK,GOOG/AMEX_ETAK,Elephant Talk Commun,Telecom. Services,AMEX,4810
ETCC,GOOG/PINK_ETCC,Environmental Tectonics Corp.,Aerospace/Defense,PINK,3720
ETCIA,GOOG/PINK_ETCIA,Electronic Tele-Commun,Telecom. Equipment,PINK,4811
ETE,GOOG/NYSE_ETE,Energy Transfer Equity L.P.,Oilfield Svcs/Equip.,NYSE,3533
ETEC,GOOG/PINK_ETEC,Emtec Inc.,Computer Software/Svcs,PINK,
ETFC,GOOG/NASDAQ_ETFC,E*Trade Financial Corp.,Financial Svcs. (Div.),NASDAQ,6100
ETH,GOOG/NYSE_ETH,Ethan Allen Interiors Inc.,Furn./Home Furnishings,NYSE,2500
ETLO,GOOG/PINK_ETLO,Etelos Inc,Semiconductor,PINK,3674
ETLS,GOOG/PINK_ETLS,eTotalSource Inc,Educational Services,PINK,8299
ETM,GOOG/NYSE_ETM,Entercom Communications Corp.,Entertainment,NYSE,7950
ETN,GOOG/NYSE_ETN,Eaton Corp.,Auto Parts (OEM),NYSE,3716
ETP,GOOG/NYSE_ETP,Energy Transfer Partners,Oilfield Svcs/Equip.,NYSE,3533
ETR,GOOG/NYSE_ETR,Entergy Corp.,Electric Util. (Central),NYSE,4912
ETRM,GOOG/NASDAQ_ETRM,Enteromedics Inc.,Medical Supplies,NASDAQ,8060
EUBK,GOOG/PINK_EUBK,Eurobancshares Inc.,Bank,PINK,6000
EUOT,GOOG/PINK_EUOT,Eurotech Ltd,Environmental,PINK,4953
EV,GOOG/NYSE_EV,Eaton Vance Corp.,Financial Svcs. (Div.),NYSE,6100
EVBN,GOOG/AMEX_EVBN,Evans Bancorp,Bank,AMEX,6000
EVBS,GOOG/NASDAQ_EVBS,Eastern Virginia Bankshares,Bank,NASDAQ,6000
EVC,GOOG/NYSE_EVC,Entravision Communications Corp.,Entertainment,NYSE,7950
EVCI,GOOG/PINK_EVCI,Educational Video Co,Educational Services,PINK,8299
EVEP,GOOG/NASDAQ_EVEP,Ev Energy Partners L.P.,Petroleum (Producing),NASDAQ,1300
EVER,GOOG/NYSE_EVER,Everbank Financial Corp.,Financial Svcs. (Div.),NYSE,6100
EVG,GOOG/NYSE_EVG,Eaton Vance Short Diversified,Petroleum (Producing),NYSE,1300
EVI,GOOG/AMEX_EVI,Envirostarm,Industrial Services,AMEX,7300
EVK,GOOG/AMEX_EVK,Ever-Glory International Group,Apparel,AMEX,2300
EVOL,GOOG/NASDAQ_EVOL,Evolving Systems,Telecom. Services,NASDAQ,4810
EVR,GOOG/NYSE_EVR,Evercore Partners Inc,Financial Svcs. (Div.),NYSE,6100
EVRC,GOOG/PINK_EVRC,Evercel Inc,Electronics,PINK,3670
EVSC,GOOG/PINK_EVSC,Endovasc Inc,Drug,PINK,2834
EVSI,GOOG/PINK_EVSI,Evans Systems Inc.,Retail (Special Lines),PINK,
EVTN,GOOG/PINK_EVTN,Enviro Voraxial Tech Inc,Machinery,PINK,3500
EW,GOOG/NYSE_EW,Edwards Lifesciences Corp.,Medical Supplies,NYSE,8060
EWBC,GOOG/NASDAQ_EWBC,East West Bancorp,Bank,NASDAQ,6000
EWKS,GOOG/PINK_EWKS,Earthworks Entertainment Inc,E-Commerce,PINK,7372
EXA,GOOG/NASDAQ_EXA,Exa Corporation,Computer Software,NASDAQ,3579
EXAC,GOOG/NASDAQ_EXAC,Exactech,Medical Supplies,NASDAQ,8060
EXAM,GOOG/NYSE_EXAM,Examworks Group,Medical Services,NYSE,8000
EXAR,GOOG/NASDAQ_EXAR,Exar Corp.,Electronics,NASDAQ,3670
EXAS,GOOG/NASDAQ_EXAS,Exact Sciences Corp.,Drug,NASDAQ,2834
EXC,GOOG/NYSE_EXC,Exelon Corp.,Electric Utility (East),NYSE,4911
EXE,GOOG/AMEX_EXE,Crexendo Inc,E-Commerce,AMEX,7372
EXE.TO,YAHOO/TSX_EXE_TO,Extendicare Inc,R.E.I.T.,TSX,6720
EXEL,GOOG/NASDAQ_EXEL,Exelixis,Drug,NASDAQ,2834
EXFO,GOOG/NASDAQ_EXFO,Exfo Inc,Telecom. Services,NASDAQ,4810
EXH,GOOG/NYSE_EXH,Exterran Holdings,Oilfield Svcs/Equip.,NYSE,3533
EXK,GOOG/NYSE_EXK,Endeavour Silver Corp.,Precious Metals,NYSE,1041
EXLP,GOOG/NASDAQ_EXLP,Exterran Partners L.P.,Oilfield Svcs/Equip.,NASDAQ,3533
EXLS,GOOG/NASDAQ_EXLS,Exlservice Holdings,Industrial Services,NASDAQ,7300
EXM,GOOG/NYSE_EXM,Excel Maritime Carriers,Maritime,NYSE,4400
EXNT,GOOG/PINK_EXNT,EnXnet Inc.,Internet,PINK,7370
EXP,GOOG/NYSE_EXP,Eagle Materials Inc,Cement & Aggregates,NYSE,3240
EXPD,GOOG/NASDAQ_EXPD,Expeditors International Of Washington,Air Transport,NASDAQ,4510
EXPE,GOOG/NASDAQ_EXPE,Expedia,Recreation,NASDAQ,7900
EXPO,GOOG/NASDAQ_EXPO,Exponent,Industrial Services,NASDAQ,7300
EXPR,GOOG/NYSE_EXPR,Express,Retail (Special Lines),NYSE,5600
EXR,GOOG/NYSE_EXR,Extra Space Storage Inc,R.E.I.T.,NYSE,6720
EXSR,GOOG/PINK_EXSR,Exchange Bank,Bank,PINK,6000
EXTI,GOOG/PINK_EXTI,Exten Industries Inc,Biotechnology,PINK,2830
EXTR,GOOG/NASDAQ_EXTR,Extreme Networks,Computer & Peripherals,NASDAQ,3573
EXXI,GOOG/NASDAQ_EXXI,Energy Xxi [Bermuda] Limited,Petroleum (Producing),NASDAQ,1300
EYII,GOOG/PINK_EYII,EYI Industries Inc,Electrical Equipment,PINK,3600
EZCH,GOOG/NASDAQ_EZCH,Ezchip Semiconductor Limited,Telecom. Equipment,NASDAQ,4811
EZENQ,GOOG/PINK_EZENQ,Ezenia! Inc,Internet,PINK,7370
EZPW,GOOG/NASDAQ_EZPW,Ezcorp,Financial Svcs. (Div.),NASDAQ,6100
F,GOOG/NYSE_F,Ford Motor Credit Company,Auto & Truck,NYSE,3710
FAB,GOOG/AMEX_FAB,Multi Cap Value Alphadex First Trust,Bank,AMEX,6000
FAC,GOOG/NYSE_FAC,Liberte Investors Inc.,Insurance (Life),NYSE,6310
FACE,GOOG/NASDAQ_FACE,Physicians Formula Holdings,Toiletries/Cosmetics,NASDAQ,2844
FAF,GOOG/NYSE_FAF,First American Corp.,Financial Svcs. (Div.),NYSE,6100
FALC,GOOG/NASDAQ_FALC,Falconstor Software,Telecom. Equipment,NASDAQ,4811
FAME,GOOG/PINK_FAME,Flamemaster Corp,Chemical (Specialty),PINK,2820
FANG,GOOG/NASDAQ_FANG,Diamondback Energy Inc,Petroleum (Producing),NASDAQ,1300
FARM,GOOG/NASDAQ_FARM,Farmer Brothers Company,Food Processing,NASDAQ,2000
FARO,GOOG/NASDAQ_FARO,Faro Technologies,Precision Instrument,NASDAQ,3800
FAST,GOOG/NASDAQ_FAST,Fastenal Company,Retail Building Supply,NASDAQ,5211
FAVS,GOOG/PINK_FAVS,First Aviation Svcs,Air Transport,PINK,4510
FAX,GOOG/AMEX_FAX,Aberdeen Asia-Pacific,Investment Co.,AMEX,6730
FB,GOOG/NASDAQ_FB,Facebook Inc,Internet,NASDAQ,7370
FBC,GOOG/NYSE_FBC,Flagstar Bancorp,Thrift,NYSE,6120
FBCE,GOOG/PINK_FBCE,FiberCore Inc,Telecom. Equipment,PINK,4811
FBCP,GOOG/PINK_FBCP,Franklin Bancorp Inc/Mich,Bank,PINK,
FBHS,GOOG/NYSE_FBHS,Fortune Brands Home & Security,Furn/Home Furnishings,NYSE,2500
FBIZ,GOOG/NASDAQ_FBIZ,First Business Financial Services,Bank,NASDAQ,6000
FBMI,GOOG/NASDAQ_FBMI,Firstbank Corp.,Bank,NASDAQ,6000
FBMS,GOOG/NASDAQ_FBMS,The First Bancshares,Bank,NASDAQ,6000
FBN,GOOG/NYSE_FBN,Furniture Brands International,Furn./Home Furnishings,NYSE,2500
FBNC,GOOG/NASDAQ_FBNC,First Bancorp,Bank,NASDAQ,6000
FBNK,GOOG/NASDAQ_FBNK,First Connecticut Bancorp Inc.,Bank,NASDAQ,6000
FBP,GOOG/NYSE_FBP,First Bancorp.,Thrift,NYSE,6120
FBPI,GOOG/PINK_FBPI,First Bancorp of Indiana Inc,Thrift,PINK,6120
FBR,GOOG/NYSE_FBR,Fibria Celulose S.A.,Financial Svcs. (Div.),NYSE,6100
FBRC,GOOG/NASDAQ_FBRC,Fbr & Co,Financial Svcs. (Div.),NASDAQ,6100
FBSI,GOOG/PINK_FBSI,First Bankshares Inc,Thrift,PINK,
FBSS,GOOG/NASDAQ_FBSS,Fauquier Bankshares,Bank,NASDAQ,6000
FBSW,GOOG/PINK_FBSW,First National Bankshares Cor,Bank,PINK,6000
FBTT,GOOG/PINK_FBTT,First Bankers Trustshares Inc,Bank,PINK,6000
FC,GOOG/NYSE_FC,Franklin Covey Company,Educational Services,NYSE,8299
FCAL,GOOG/NASDAQ_FCAL,First California Financial Group,Bank,NASDAQ,6000
FCAP,GOOG/NASDAQ_FCAP,First Capital,Thrift,NASDAQ,6120
FCBC,GOOG/NASDAQ_FCBC,First Community Bancshares,Bank,NASDAQ,6000
FCBI,GOOG/PINK_FCBI,Frederick County bancorp Inc,Bank,PINK,6000
FCBN,GOOG/PINK_FCBN,First Citizens Bancorporation,Bank,PINK,6000
FCBZ,GOOG/PINK_FCBZ,FC Banc Corp,Bank,PINK,6000
FCCN,GOOG/PINK_FCCN,Franchise Capital Corp,Medical Services,PINK,8000
FCCO,GOOG/NASDAQ_FCCO,First Community Corp.,Bank,NASDAQ,6000
FCCY,GOOG/NASDAQ_FCCY,1St Constitution Bancorp [Nj],Bank,NASDAQ,6000
FCEL,GOOG/NASDAQ_FCEL,Fuelcell Energy,Machinery,NASDAQ,3500
FCF,GOOG/NYSE_FCF,First Commonwealth Financial Corp.,Bank,NYSE,6000
FCFC,GOOG/NASDAQ_FCFC,Firstcity Financial Corp.,Financial Svcs. (Div.),NASDAQ,6100
FCFS,GOOG/NASDAQ_FCFS,First Cash Financial Services,Financial Svcs. (Div.),NASDAQ,6100
FCGD,GOOG/PINK_FCGD,First Columbia Gold Corp,Metals & Mining (Div.),PINK,1000
FCH,GOOG/NYSE_FCH,Felcor Lodging Trust Inc.,R.E.I.T.,NYSE,6720
FCL,GOOG/AMEX_FCL,Consumer Cyclical ETF Focus Morningstar,Coal,AMEX,1220
FCLF,GOOG/NASDAQ_FCLF,First Clover Leaf Financial,Thrift,NASDAQ,6120
FCN,GOOG/NYSE_FCN,Fti Consulting,Industrial Services,NYSE,7300
FCNCA,GOOG/NASDAQ_FCNCA,First Citizens Bancshares,Bank,NASDAQ,6000
FCOB,GOOG/PINK_FCOB,1st Colonial Bancorp Inc,Bank,PINK,6000
FCON,GOOG/PINK_FCON,FinancialContent Inc,Financial Svcs. (Div.),PINK,6100
FCPB,GOOG/PINK_FCPB,First Capital Bancshares Inc,Thrift,PINK,6120
FCR.TO,YAHOO/TSX_FCR_TO,First Cap Realty Inc,R.E.I.T.,TSX,6720
FCS,GOOG/NYSE_FCS,Fairchild Semiconductor International,Semiconductor,NYSE,3674
FCSC,GOOG/PINK_FCSC,Franklin Credit Mgmt Corp,Financial Svcs. (Div.),PINK,6100
FCTY,GOOG/NASDAQ_FCTY,1St Century Bancshares Inc,Bank,NASDAQ,6000
FCVA,GOOG/NASDAQ_FCVA,First Capital Bancorp Inc. [Va],Bank,NASDAQ,6000
FCX,GOOG/NYSE_FCX,Freeport-Mcmoran Copper & Gold,Metals & Mining (Div.),NYSE,1000
FCZA,GOOG/NASDAQ_FCZA,First Citizens Banc,Bank,NASDAQ,6000
FDBC,GOOG/PINK_FDBC,Fidelity D&D Bancorp Inc,Bank,PINK,6000
FDEF,GOOG/NASDAQ_FDEF,First Defiance Financial,Thrift,NASDAQ,
FDML,GOOG/NASDAQ_FDML,Federal-Mogul Corp.,Auto Parts,NASDAQ,3716
FDO,GOOG/NYSE_FDO,Family Dollar Stores,Retail Store,NYSE,5300
FDP,GOOG/NYSE_FDP,Fresh Del Monte Produce,Food Processing,NYSE,2000
FDS,GOOG/NYSE_FDS,Factset Research Systems Inc.,Computer Software & Svcs,NYSE,3579
FDT,GOOG/AMEX_FDT,Dev Mkts Ex-US Alphadex First Trust,Thrift,AMEX,6120
FDUS,GOOG/NASDAQ_FDUS,Fidus Investment Corporation,Financial Svcs. (Div.),NASDAQ,6100
FDX,GOOG/NYSE_FDX,Fedex Corp.,Air Transport,NYSE,4510
FE,GOOG/NYSE_FE,Firstenergy Corp.,Electric Util. (Central),NYSE,4912
FEEC,GOOG/PINK_FEEC,Far East Energy Corp,Petroleum (Producing),PINK,1300
FEED,GOOG/PINK_FEED,AgFeed Industries Inc.,Food Processing,PINK,2000
FEI,GOOG/NYSE_FEI,Frequency Electrs  Inc.,Electronics,NYSE,3670
FEIC,GOOG/NASDAQ_FEIC,Fei Company,Electronics,NASDAQ,3670
FEIM,GOOG/NASDAQ_FEIM,Frequency Electronics,Electronics,NASDAQ,3670
FELE,GOOG/NASDAQ_FELE,Franklin Electric Co.,Electrical Equipment,NASDAQ,3600
FENG,GOOG/NYSE_FENG,Phoenix New Media Limited,Entertainment,NYSE,7950
FEP,GOOG/AMEX_FEP,Europe Alphadex First Trust,Computer Software & Svcs,AMEX,3579
FES,GOOG/NASDAQ_FES,Forbes Energy Svcs,Petroleum (Producing),NASDAQ,1300
FET,GOOG/NYSE_FET,Forum Energy Technologies Inc,Oilfield Svcs/Equip.,NYSE,3533
FF,GOOG/NYSE_FF,Futurefuel Corp.,Chemical (Diversified),NYSE,2813
FFBC,GOOG/NASDAQ_FFBC,First Financial Bancorp.,Bank,NASDAQ,6000
FFBH,GOOG/NASDAQ_FFBH,First Federal Bancshares Of Arkansas,Thrift,NASDAQ,
FFBT,GOOG/PINK_FFBT,East Texas Financial Svcs,Thrift,PINK,6120
FFCH,GOOG/NASDAQ_FFCH,First Financial Holdings,Thrift,NASDAQ,6120
FFCO,GOOG/NASDAQ_FFCO,Fedfirst Financial Corp.,Thrift,NASDAQ,6120
FFDF,GOOG/PINK_FFDF,FFD Finl Corp,Thrift,PINK,6120
FFEDQ,GOOG/PINK_FFEDQ,FirstFed Fin'l-CA,Thrift,PINK,6120
FFEX,GOOG/NASDAQ_FFEX,Frozen Food Express Industries,Trucking/Transp. Leasing,NASDAQ,4200
FFG,GOOG/NYSE_FFG,Fbl Financial Group,Financial Svcs. (Div.),NYSE,6100
FFH.TO,YAHOO/TSX_FFH_TO,Fairfax Financial Holdings,Insurance (Prop/Casualty,TSX,6330
FFHL,GOOG/NASDAQ_FFHL,Fuwei Films Co.,Packaging & Container,NASDAQ,2640
FFI,GOOG/AMEX_FFI,Fortune Diversified Industries,Diversified Co.,AMEX,9913
FFIC,GOOG/NASDAQ_FFIC,Flushing Financial Corp.,Thrift,NASDAQ,
FFIN,GOOG/NASDAQ_FFIN,First Financial Bankshares,Bank (Midwest),NASDAQ,6001
FFIV,GOOG/NASDAQ_FFIV,F5 Networks,Internet,NASDAQ,7370
FFKT,GOOG/NASDAQ_FFKT,Farmers Capital Bank Corp.,Bank,NASDAQ,6000
FFKY,GOOG/NASDAQ_FFKY,First Financial Service Corp.,Thrift,NASDAQ,6120
FFN,GOOG/NASDAQ_FFN,Friendfinder Networks Inc.,Internet,NASDAQ,7370
FFNM,GOOG/NASDAQ_FFNM,First Federal Of Northern Michigan Bancorp,Thrift,NASDAQ,6120
FFNW,GOOG/NASDAQ_FFNW,First Financial Northwest,Thrift,NASDAQ,6120
FFSL,GOOG/PINK_FFSL,First Independence Corp Del,Thrift,PINK,
FFWC,GOOG/PINK_FFWC,FFW Corp,Thrift,PINK,6120
FGMG,GOOG/PINK_FGMG,Florida Gaming Corp,Hotel/Gaming,PINK,7000
FGP,GOOG/NYSE_FGP,Ferrellgas Partners L.P.,Natural Gas (Distrib.),NYSE,4920
FHC,GOOG/AMEX_FHC,Healthcare ETF Focus Morningstar,Medical Services,AMEX,8000
FHCO,GOOG/NASDAQ_FHCO,Female Health Company,Medical Services,NASDAQ,
FHN,GOOG/NYSE_FHN,First Tennessee National Corp.,Bank (Midwest),NYSE,6001
FIBK,GOOG/NASDAQ_FIBK,First Interstate Bancsystem,Bank,NASDAQ,6000
FICO,GOOG/NYSE_FICO,Fair Isaac And Company Inc.,Computer Software/Svcs,NYSE,3579
FIEC,GOOG/PINK_FIEC,Frontier National Corp,Bank,PINK,6000
FIF,GOOG/NYSE_FIF,First Trust Energy Infrastruct,Financial Svcs. (Div.),NYSE,6100
FIFS,GOOG/PINK_FIFS,First Invs Finl Svcs Grp Inc,Financial Svcs. (Div.),PINK,6100
FIG,GOOG/NYSE_FIG,Fortress Investment Group,Financial Svcs. (Div.),NYSE,6100
FIGI,GOOG/PINK_FIGI,Fortress International Group,Building Materials,PINK,3200
FII,GOOG/NYSE_FII,Federated Investors,Financial Svcs. (Div.),NYSE,6100
FINL,GOOG/NASDAQ_FINL,The Finish Line,Retail (Special Lines),NASDAQ,5600
FINN,GOOG/PINK_FINN,First National Of Nebraska Inc,Bank,PINK,6000
FIO,GOOG/NYSE_FIO,Fusion-Io Inc.,Computers/Peripherals,NYSE,3573
FIRE,GOOG/NASDAQ_FIRE,Sourcefire,Internet,NASDAQ,7370
FIRM,GOOG/PINK_FIRM,Firstmark Corp,Financial Svcs. (Div.),PINK,
FIRT,GOOG/PINK_FIRT,First BancTrust Corp,Thrift,PINK,6120
FIS,GOOG/NYSE_FIS,Fidelity National Information Services,Financial Svcs. (Div.),NYSE,6100
FISI,GOOG/NASDAQ_FISI,Financial Institutions,Bank,NASDAQ,6000
FISV,GOOG/NASDAQ_FISV,Fiserv,Computer Software & Svcs,NASDAQ,3579
FITB,GOOG/NASDAQ_FITB,Fifth Third Bancorp,Bank (Midwest),NASDAQ,6001
